long_strike,short_strike,current_price,long_ask,short_black_scholes_price,long_black_scholes_price,short_z_score,long_z_score,short_ask,long_bid,short_bid,net_premium,max_profit,max_loss,breakeven,reward_risk_ratio,probability_of_profit,spread_width,bid_ask_spread,long_open_interest,short_open_interest,iv_skew,long_implied_volatility,short_implied_volatility,long_delta,short_delta,long_gamma,short_gamma,long_theta,short_theta,net_theta,long_vega,short_vega,long_rho,short_rho,expiration
60.0,70.0,145.47999572753906,0.17,0.2844882050390416,0.1496895733969632,0.019,0.002,0.29,0.15,0.27,0.1,0.1,9.9,69.9,0.01,0.99,10.0,0.13999999999999999,1795,13006,-0.05370600000000003,0.691304,0.637598,-0.003125563295242,-0.0102226500885457,0.00017989840962293863,0.000529907077104533,-0.009172205284601899,-0.013831414918742332,0.0,0.00719480091449275,0.02043942176703842,0.1943444476347422,0.2232208775802843,2025-10-17
65.0,70.0,145.47999572753906,0.22,0.2844882049683184,0.19813514393599285,0.019,0.009,0.29,0.2,0.27,0.05,0.05,4.95,69.95,0.01,0.99,5.0,0.08999999999999997,5659,13006,-0.021445999999999965,0.659044,0.637598,-0.0060710127631115,-0.0102226500885457,0.0003300065905256137,0.000529907077104533,-0.011322623680706217,-0.013831414918742332,0.0,0.014147171721164692,0.02043942176703842,0.20910117889496935,0.2232208775802843,2025-10-17
65.0,75.0,145.47999572753906,0.22,0.3780311977487818,0.19813514388277476,0.005,0.009,0.38,0.2,0.36,0.14,0.14,9.86,74.86,0.01,0.98,10.0,0.18,5659,11125,-0.047606999999999955,0.659044,0.611437,-0.0060710127631115,-0.0159351590094202,0.0003300065905256137,0.0007955365284314028,-0.011322623680706217,-0.016815177705881888,0.01,0.014147171721164692,0.032153161386551714,0.20910117889496935,0.23644374666030588,2025-10-17
70.0,75.0,145.47999572753906,0.29,0.37803119766139304,0.26634539195949847,0.005,0.014,0.38,0.27,0.36,0.07,0.07,4.93,74.93,0.01,0.98,5.0,0.10999999999999999,13006,11125,-0.01973999999999998,0.631177,0.611437,-0.0102226500885457,-0.0159351590094202,0.000529907077104533,0.0007955365284314028,-0.013831414918742332,-0.016815177705881888,0.0,0.02043942176703842,0.032153161386551714,0.2232208775802843,0.23644374666030588,2025-10-17
70.0,80.0,145.47999572753906,0.29,0.4876239605033126,0.26634539189332895,0.046,0.014,0.51,0.27,0.48,0.19,0.19,9.81,79.81,0.02,0.98,10.0,0.24,13006,18185,-0.04664899999999994,0.631177,0.584528,-0.0102226500885457,-0.0234242457784651,0.000529907077104533,0.0011263079241217208,-0.013831414918742332,-0.02014539610704885,0.01,0.02043942176703842,0.04843548135161193,0.2232208775802843,0.2487545304755239,2025-10-17
75.0,80.0,145.47999572753906,0.38,0.48762396040094913,0.35938459283849955,0.046,0.002,0.51,0.36,0.48,0.1,0.1,4.9,79.9,0.02,0.98,5.0,0.15000000000000002,11125,18185,-0.021804999999999963,0.606333,0.584528,-0.0159351590094202,-0.0234242457784651,0.0007955365284314028,0.0011263079241217208,-0.016815177705881888,-0.02014539610704885,0.0,0.032153161386551714,0.04843548135161193,0.23644374666030588,0.2487545304755239,2025-10-17
75.0,85.0,145.47999572753906,0.38,0.6514116855209604,0.35938459275689993,0.029,0.002,0.67,0.36,0.64,0.26,0.26,9.74,84.74,0.03,0.97,10.0,0.31000000000000005,11125,14794,-0.04292499999999999,0.606333,0.563408,-0.0159351590094202,-0.0329468623383109,0.0007955365284314028,0.0015375251883376281,-0.016815177705881888,-0.023877210871187153,0.01,0.032153161386551714,0.059578359970773424,0.23644374666030588,0.2598538032972442,2025-10-17
80.0,85.0,145.47999572753906,0.51,0.6514116853976306,0.46867623471616904,0.029,0.024,0.67,0.48,0.64,0.13,0.13,4.87,84.87,0.03,0.97,5.0,0.19000000000000006,18185,14794,-0.01700199999999996,0.58041,0.563408,-0.0234242457784651,-0.0329468623383109,0.0011263079241217208,0.0015375251883376281,-0.02014539610704885,-0.023877210871187153,0.0,0.04843548135161193,0.059578359970773424,0.2487545304755239,0.2598538032972442,2025-10-17
80.0,90.0,145.47999572753906,0.51,0.8672394248994229,0.4686762346211282,0.026,0.024,0.89,0.48,0.86,0.35,0.35,9.65,89.65,0.04,0.96,10.0,0.41000000000000003,18185,19895,-0.036343000000000014,0.58041,0.544067,-0.0234242457784651,-0.0448027401034087,0.0011263079241217208,0.0020265024719595182,-0.02014539610704885,-0.027815615462293518,0.01,0.04843548135161193,0.07225526844285654,0.2487545304755239,0.2697895304917213,2025-10-17
85.0,90.0,145.47999572753906,0.67,0.8672394247540796,0.6317580015379374,0.026,0.013,0.89,0.64,0.86,0.19,0.19,4.81,89.81,0.04,0.96,5.0,0.25,14794,19895,-0.015992000000000006,0.560059,0.544067,-0.0329468623383109,-0.0448027401034087,0.0015375251883376281,0.0020265024719595182,-0.023877210871187153,-0.027815615462293518,0.0,0.059578359970773424,0.07225526844285654,0.2598538032972442,0.2697895304917213,2025-10-17
85.0,95.0,145.47999572753906,0.67,1.1565426148266669,0.6317580014216198,0.02,0.013,1.18,0.64,1.15,0.48,0.48,9.52,94.52,0.05,0.94,10.0,0.5399999999999999,14794,18494,-0.03297499999999998,0.560059,0.527084,-0.0329468623383109,-0.0590981405383247,0.0015375251883376281,0.0026075075054499412,-0.023877210871187153,-0.03193003476958917,0.01,0.059578359970773424,0.09967367724673522,0.2598538032972442,0.27821265830581043,2025-10-17
90.0,95.0,145.47999572753906,0.89,1.1565426146521087,0.8468104534190104,0.02,0.016,1.18,0.86,1.15,0.26,0.26,4.74,94.74,0.05,0.94,5.0,0.31999999999999995,19895,18494,-0.014221999999999957,0.541306,0.527084,-0.0448027401034087,-0.0590981405383247,0.0020265024719595182,0.0026075075054499412,-0.027815615462293518,-0.03193003476958917,0.0,0.07225526844285654,0.09967367724673522,0.2697895304917213,0.27821265830581043,2025-10-17
90.0,100.0,145.47999572753906,0.89,1.520963819984921,0.8468104532776826,0.026,0.016,1.56,0.86,1.53,0.64,0.64,9.36,99.36,0.07,0.92,10.0,0.7000000000000001,19895,44423,-0.03079199999999993,0.541306,0.510514,-0.0448027401034087,-0.0766639390903529,0.0020265024719595182,0.003284289890449377,-0.027815615462293518,-0.036178285999066376,0.01,0.07225526844285654,0.11708423858784565,0.2697895304917213,0.28502926971502784,2025-10-17
95.0,100.0,145.47999572753906,1.18,1.5209638197840736,1.128776131576906,0.026,0.019,1.56,1.15,1.53,0.35,0.35,4.65,99.65,0.08,0.92,5.0,0.41000000000000014,18494,44423,-0.013560999999999934,0.524075,0.510514,-0.0590981405383247,-0.0766639390903529,0.0026075075054499412,0.003284289890449377,-0.03193003476958917,-0.036178285999066376,0.0,0.09967367724673522,0.11708423858784565,0.27821265830581043,0.28502926971502784,2025-10-17
95.0,105.0,145.47999572753906,1.18,2.0064865778516676,1.128776131410894,0.017,0.019,2.04,1.15,2.01,0.83,0.83,9.17,104.17,0.09,0.9,10.0,0.8900000000000001,18494,13938,-0.02747999999999995,0.524075,0.496595,-0.0590981405383247,-0.0974860276192907,0.0026075075054499412,0.00406440985634378,-0.03193003476958917,-0.04049050503338718,0.01,0.09967367724673522,0.13586869787145026,0.27821265830581043,0.28993055705648557,2025-10-17
100.0,105.0,145.47999572753906,1.56,2.0064865776207412,1.5016184611152195,0.017,0.019,2.04,1.53,2.01,0.45,0.45,4.55,104.55,0.1,0.9,5.0,0.51,44423,13938,-0.01221300000000003,0.508808,0.496595,-0.0766639390903529,-0.0974860276192907,0.003284289890449377,0.00406440985634378,-0.036178285999066376,-0.04049050503338718,0.0,0.11708423858784565,0.13586869787145026,0.28502926971502784,0.28993055705648557,2025-10-17
100.0,110.0,145.47999572753906,1.56,2.627769423387843,1.5016184609196035,0.016,0.019,2.67,1.53,2.63,1.07,1.07,8.93,108.93,0.12,0.88,10.0,1.14,44423,27511,-0.02472300000000005,0.508808,0.484085,-0.0766639390903529,-0.1227399886461603,0.003284289890449377,0.004950548378715868,-0.036178285999066376,-0.04489368396746348,0.01,0.11708423858784565,0.17240289566217984,0.28502926971502784,0.2923092927156862,2025-10-17
105.0,110.0,145.47999572753906,2.04,2.6277694231228246,1.9863689951713894,0.016,0.012,2.67,2.01,2.63,0.59,0.59,4.41,109.41,0.13,0.88,5.0,0.6600000000000001,13938,27511,-0.011048000000000002,0.495133,0.484085,-0.0974860276192907,-0.1227399886461603,0.00406440985634378,0.004950548378715868,-0.04049050503338718,-0.04489368396746348,0.0,0.13586869787145026,0.17240289566217984,0.28993055705648557,0.2923092927156862,2025-10-17
105.0,115.0,145.47999572753906,2.04,3.427976730311194,1.9863689949432999,0.006,0.012,3.45,2.01,3.4,1.36,1.36,8.64,113.64,0.16,0.85,10.0,1.4400000000000004,13938,8834,-0.021428000000000003,0.495133,0.473705,-0.0974860276192907,-0.1528547570659339,0.00406440985634378,0.005928965554368154,-0.04049050503338718,-0.049298252940098694,0.01,0.13586869787145026,0.1940299369870669,0.28993055705648557,0.2918795551341655,2025-10-17
110.0,115.0,145.47999572753906,2.67,3.4279767300057813,2.6087648166746824,0.006,0.008,3.45,2.63,3.4,0.73,0.73,4.27,114.27,0.17,0.85,5.0,0.8200000000000003,27511,8834,-0.009223000000000037,0.482928,0.473705,-0.1227399886461603,-0.1528547570659339,0.004950548378715868,0.005928965554368154,-0.04489368396746348,-0.049298252940098694,0.0,0.17240289566217984,0.1940299369870669,0.2923092927156862,0.2918795551341655,2025-10-17
110.0,120.0,145.47999572753906,2.67,4.392959915536739,2.608764816412041,0.013,0.008,4.45,2.63,4.35,1.68,1.68,8.32,118.32,0.2,0.81,10.0,1.8200000000000003,27511,21511,-0.019802000000000042,0.482928,0.463126,-0.1227399886461603,-0.1882203081830834,0.004950548378715868,0.006970636320763117,-0.04489368396746348,-0.05362418161714079,0.01,0.17240289566217984,0.21607702514812252,0.2923092927156862,0.28833957607674426,2025-10-17
115.0,120.0,145.47999572753906,3.45,4.3929599151993735,3.3787903380131894,0.013,0.006,4.45,3.4,4.35,0.9,0.9,4.1,119.1,0.22,0.81,5.0,1.0500000000000003,8834,21511,-0.008025000000000004,0.471151,0.463126,-0.1528547570659339,-0.1882203081830834,0.005928965554368154,0.006970636320763117,-0.049298252940098694,-0.05362418161714079,0.0,0.1940299369870669,0.21607702514812252,0.2918795551341655,0.28833957607674426,2025-10-17
115.0,125.0,145.47999572753906,3.45,5.5318459907864295,3.378790337722471,0.012,0.006,5.6,3.4,5.55,2.1,2.1,7.9,122.9,0.27,0.77,10.0,2.1999999999999997,8834,3768,-0.019152999999999976,0.471151,0.451998,-0.1528547570659339,-0.2292710610286168,0.005928965554368154,0.008019459540354164,-0.049298252940098694,-0.05761446950615656,0.01,0.1940299369870669,0.25284895411985997,0.2918795551341655,0.2812734342210875,2025-10-17
120.0,125.0,145.47999572753906,4.45,5.531845990425083,4.342242720333132,0.012,0.002,5.6,4.35,5.55,1.1,1.1,3.9,123.9,0.28,0.77,5.0,1.25,21511,3768,-0.008836999999999984,0.460835,0.451998,-0.1882203081830834,-0.2292710610286168,0.006970636320763117,0.008019459540354164,-0.05362418161714079,-0.05761446950615656,0.0,0.21607702514812252,0.25284895411985997,0.28833957607674426,0.2812734342210875,2025-10-17
120.0,130.0,145.47999572753906,4.45,6.9789026948376645,4.342242720006102,0.01,0.002,7.05,4.35,6.95,2.5,2.5,7.5,127.5,0.33,0.72,10.0,2.7,21511,29892,-0.016179999999999972,0.460835,0.444655,-0.1882203081830834,-0.2752991728374872,0.006970636320763117,0.009022096868229332,-0.05362418161714079,-0.061151182960626924,0.01,0.21607702514812252,0.2732008410824874,0.28833957607674426,0.27098136033586384,2025-10-17
125.0,130.0,145.47999572753906,5.6,6.978902694455492,5.483026708408374,0.01,0.012,7.05,5.55,6.95,1.35,1.35,3.65,128.65,0.37,0.72,5.0,1.5,3768,29892,-0.005384,0.450039,0.444655,-0.2292710610286168,-0.2752991728374872,0.008019459540354164,0.009022096868229332,-0.05761446950615656,-0.061151182960626924,0.0,0.25284895411985997,0.2732008410824874,0.2812734342210875,0.27098136033586384,2025-10-17
125.0,135.0,145.47999572753906,5.6,8.659891791166473,5.483026708060024,0.005,0.012,8.7,5.55,8.6,3.0,3.0,7.0,132.0,0.43,0.67,10.0,3.1499999999999995,3768,9502,-0.012922000000000045,0.450039,0.437117,-0.2292710610286168,-0.3256324170919658,0.008019459540354164,0.009905971752385462,-0.05761446950615656,-0.06392771771583433,0.01,0.25284895411985997,0.3009995499278058,0.2812734342210875,0.25764156582578823,2025-10-17
130.0,135.0,145.47999572753906,7.05,8.659891790772093,6.878691158509575,0.005,0.01,8.7,6.95,8.6,1.55,1.55,3.45,133.45,0.45,0.67,5.0,1.7499999999999991,29892,9502,-0.0039000000000000146,0.441017,0.437117,-0.2752991728374872,-0.3256324170919658,0.009022096868229332,0.009905971752385462,-0.061151182960626924,-0.06392771771583433,0.0,0.2732008410824874,0.3009995499278058,0.27098136033586384,0.25764156582578823,2025-10-17
130.0,140.0,145.47999572753906,7.05,10.632754003512687,6.878691158138238,0.006,0.01,10.7,6.95,10.6,3.55,3.55,6.45,136.45,0.55,0.62,10.0,3.749999999999999,29892,15199,-0.010152999999999968,0.441017,0.430864,-0.2752991728374872,-0.3790702507811803,0.009022096868229332,0.010619376864543598,-0.061151182960626924,-0.06572981044457862,0.0,0.2732008410824874,0.3154439708706745,0.27098136033586384,0.24179736089049153,2025-10-17
135.0,140.0,145.47999572753906,8.7,10.63275400310443,8.56113995727732,0.006,0.005,10.7,8.6,10.6,1.9,1.9,3.1,138.1,0.61,0.62,5.0,2.0999999999999996,9502,15199,-0.0029409999999999714,0.433805,0.430864,-0.3256324170919658,-0.3790702507811803,0.009905971752385462,0.010619376864543598,-0.06392771771583433,-0.06572981044457862,0.0,0.3009995499278058,0.3154439708706745,0.25764156582578823,0.24179736089049153,2025-10-17
135.0,145.0,145.47999572753906,8.7,12.85742715249107,8.561139956887601,0.007,0.005,12.95,8.6,12.85,4.15,4.15,5.85,140.85,0.71,0.57,10.0,4.35,9502,5866,-0.00954499999999997,0.433805,0.42426,-0.3256324170919658,-0.4343072616111331,0.009905971752385462,0.011141371108364176,-0.06392771771583433,-0.06649240874713154,0.0,0.3009995499278058,0.3271840210986499,0.25764156582578823,0.22413814169248472,2025-10-17
140.0,145.0,145.47999572753906,10.7,12.857427152082998,10.532790663865725,0.007,0.006,12.95,10.6,12.85,2.15,2.15,2.85,142.85,0.75,0.57,5.0,2.3499999999999996,15199,5866,-0.003440999999999972,0.427701,0.42426,-0.3790702507811803,-0.4343072616111331,0.010619376864543598,0.011141371108364176,-0.06572981044457862,-0.06649240874713154,0.0,0.3154439708706745,0.3271840210986499,0.24179736089049153,0.22413814169248472,2025-10-17
